id,name,smiles,mw,logp
Halo_Gen1_0082,Memantine-Core-Ether-Lactone-Head,CC12CC3CC(C1)(C)CC(C3)C2OC1CC2(CCC1)OCC(=O)O2,334.45600000000013,3.8202000000000025
Halo_Gen1_0083,Memantine-Core-Ether-Cyclohexanone,CC12CC3CC(C1)(C)CC(C3)C2OC1CCCCC1=O,276.42,4.119600000000004
Halo_Gen1_0084,Memantine-Core-ThioEther-Hedione-Core,CC12CC3CC(C1)(C)CC(C3)C2SC1CC(=O)C(C1)CC(=O)OC,350.52400000000017,4.235300000000004
Halo_Gen1_0085,Memantine-Core-ThioEther-Jasmone-Core,CC12CC3CC(C1)(C)CC(C3)C2SC1CC(=O)C(C1)CC=CC,332.5530000000001,5.638400000000006
Halo_Gen1_0086,Memantine-Core-ThioEther-Lactone-Head,CC12CC3CC(C1)(C)CC(C3)C2SC1CC2(CCC1)OCC(=O)O2,350.5240000000002,4.536800000000004
Halo_Gen1_0087,Memantine-Core-ThioEther-Cyclohexanone,CC12CC3CC(C1)(C)CC(C3)C2SC1CCCCC1=O,292.48800000000006,4.836200000000004
Halo_Gen1_0088,Memantine-Core-Amide-Hedione-Core,CC12CC3CC(C1)(C)CC(C3)C2NC(=O)C1CC(=O)C(C1)CC(=O)OC,361.4820000000002,2.8659000000000017
Halo_Gen1_0089,Memantine-Core-Amide-Jasmone-Core,CC12CC3CC(C1)(C)CC(C3)C2NC(=O)C1CC(=O)C(C1)CC=CC,343.51100000000014,4.269000000000004
Halo_Gen1_0090,Memantine-Core-Amide-Lactone-Head,CC12CC3CC(C1)(C)CC(C3)C2NC(=O)C1CC2(CCC1)OCC(=O)O2,361.48200000000026,3.1674000000000015
Halo_Gen1_0091,Memantine-Core-Amide-Cyclohexanone,CC12CC3CC(C1)(C)CC(C3)C2NC(=O)C1CCCCC1=O,303.44600000000014,3.466800000000002
Halo_Gen1_0092,Memantine-Core-ReverseAmide-Hedione-Core,CC12CC3CC(C1)(C)CC(C3)C2C(=O)NC1CC(=O)C(C1)CC(=O)OC,361.4820000000002,2.8659000000000017
Halo_Gen1_0093,Memantine-Core-ReverseAmide-Jasmone-Core,CC12CC3CC(C1)(C)CC(C3)C2C(=O)NC1CC(=O)C(C1)CC=CC,343.51100000000014,4.269000000000004
Halo_Gen1_0094,Memantine-Core-ReverseAmide-Lactone-Head,CC12CC3CC(C1)(C)CC(C3)C2C(=O)NC1CC2(CCC1)OCC(=O)O2,361.48200000000026,3.1674000000000015
Halo_Gen1_0095,Memantine-Core-ReverseAmide-Cyclohexanone,CC12CC3CC(C1)(C)CC(C3)C2C(=O)NC1CCCCC1=O,303.44600000000014,3.466800000000002
Halo_Gen1_0096,Rimantadine-Core-Direct-Hedione-Core,CC(C12CC3CC(C1)CC(C3)C2)C1CC(=O)C(C1)CC(=O)OC,318.45700000000005,3.9973000000000036
Halo_Gen1_0097,Rimantadine-Core-Direct-Jasmone-Core,CC(C12CC3CC(C1)CC(C3)C2)C1CC(=O)C(C1)CC=CC,300.486,5.400400000000006
